LEVEL,HGHT,TEMP,DWPT,WDIR,WSPD
506.8,5730.2,-6.4,-30.21,276.6,26.05
506.3,5734.4,-6.5,-30.29,274.9,27.99
506.1,5738.9,-6.5,-30.05,272.0,28.38
505.8,5743.8,-6.5,-29.82,262.8,27.6
505.3,5749.3,-6.6,-29.67,257.6,29.35
505.0,5755.2,-6.6,-29.45,248.4,27.21
504.8,5760.5,-6.6,-29.16,241.9,24.49
504.3,5766.4,-6.7,-28.95,231.4,24.49
504.0,5772.3,-6.7,-28.67,228.0,22.16
503.4,5779.4,-6.7,-28.47,223.8,19.44
503.0,5787.4,-6.7,-28.2,239.9,17.11
502.7,5793.6,-6.8,-27.03,254.4,16.13
502.2,5799.6,-6.8,-26.45,276.0,15.36
501.9,5803.7,-6.9,-26.48,275.0,19.83
501.4,5808.5,-6.9,-27.0,273.6,17.69
501.1,5814.0,-6.9,-27.29,257.2,17.49
500.7,5819.2,-7.0,-27.62,239.8,19.83
500.6,5822.7,-7.0,-27.87,234.3,21.58
500.2,5825.7,-7.0,-28.19,233.7,24.49
500.1,5828.4,-7.0,-28.58,233.6,24.69
499.8,5832.1,-7.1,-28.73,242.0,24.88
499.6,5835.5,-7.1,-28.8,243.2,25.27
499.2,5840.0,-7.1,-29.0,242.5,22.74
498.9,5845.8,-7.2,-29.15,244.6,18.86
498.4,5851.3,-7.2,-29.09,252.6,14.58
498.2,5857.1,-7.3,-29.1,263.8,11.27
497.6,5862.7,-7.3,-29.1,277.8,10.3
497.4,5867.2,-7.4,-28.98,285.6,9.91
497.3,5871.5,-7.4,-28.39,283.0,11.27
496.9,5877.6,-7.4,-27.96,292.6,10.69
496.4,5884.5,-7.5,-27.62,283.3,12.25
496.1,5892.0,-7.6,-27.29,269.6,16.33
495.7,5899.6,-7.6,-26.9,257.8,20.99
495.3,5905.4,-7.7,-26.93,252.8,24.3
495.2,5910.0,-7.7,-27.09,246.3,24.49
495.0,5914.7,-7.7,-26.98,239.7,25.85
494.6,5921.1,-7.7,-26.71,233.3,23.13
494.0,5927.8,-7.8,-26.53,232.1,18.47
493.7,5933.9,-7.8,-26.47,243.9,14.77
493.3,5939.4,-7.9,-26.51,258.2,12.25
493.1,5943.7,-7.9,-26.51,279.0,12.83
493.0,5948.0,-7.9,-26.56,291.9,15.94
492.7,5952.8,-8.0,-26.7,292.9,17.49
492.1,5959.4,-8.0,-26.75,280.8,16.33
491.5,5973.7,-8.1,-26.68,244.9,17.3
490.6,5985.3,-8.2,-26.81,222.8,19.83
490.5,5988.8,-8.2,-26.76,225.8,18.08
490.1,5992.8,-8.3,-26.95,226.2,16.33
489.8,5997.9,-8.3,-26.95,230.8,13.8
489.4,6004.2,-8.3,-26.9,249.0,17.88
489.1,6010.0,-8.4,-26.93,261.1,22.35
488.7,6015.0,-8.4,-26.98,266.5,24.49
488.4,6020.4,-8.5,-27.17,263.7,27.21
487.5,6037.6,-8.6,-27.31,230.8,20.02
487.0,6043.2,-8.6,-27.36,215.2,17.3
486.7,6049.0,-8.7,-27.56,223.3,14.58
486.4,6054.9,-8.7,-27.72,240.5,12.44
486.1,6060.0,-8.7,-27.77,268.4,15.75
485.8,6064.2,-8.8,-27.91,278.9,19.05
485.5,6067.8,-8.8,-28.3,279.6,22.94
485.4,6071.1,-8.8,-28.65,277.8,23.71
485.2,6074.6,-8.8,-28.7,273.3,21.97
484.6,6083.9,-8.9,-29.27,261.3,16.33
484.3,6089.7,-8.9,-29.7,239.6,14.77
484.0,6095.6,-8.9,-30.55,227.8,14.19
483.5,6101.5,-9.0,-31.12,235.7,14.19
483.2,6107.1,-9.0,-31.63,250.2,12.25
482.9,6112.3,-9.0,-32.0,261.7,12.05
482.6,6116.8,-9.0,-32.24,277.2,14.19
482.4,6120.4,-9.1,-32.47,282.6,14.58
482.0,6125.0,-9.1,-32.63,290.9,17.11
481.7,6131.1,-9.1,-32.55,285.3,17.69
481.2,6137.9,-9.2,-32.88,278.4,17.11
480.9,6143.8,-9.2,-33.29,269.9,16.33
480.5,6148.7,-9.2,-33.63,259.6,13.61
480.2,6154.0,-9.2,-33.89,246.3,9.91
479.9,6160.0,-9.2,-34.44,244.3,9.14
479.5,6165.6,-9.2,-35.01,235.8,11.86
479.1,6171.3,-9.3,-35.49,238.9,16.52
478.9,6176.6,-9.3,-35.49,244.8,22.35
478.6,6181.0,-9.3,-35.59,251.0,26.24
478.4,6184.4,-9.4,-35.77,253.0,27.02
478.2,6187.2,-9.4,-35.98,253.5,26.24
478.0,6191.3,-9.4,-36.2,249.8,24.1
477.6,6196.5,-9.4,-36.2,246.5,21.58
477.3,6202.4,-9.5,-36.17,249.4,16.52
477.0,6208.8,-9.5,-36.27,247.5,9.14
476.5,6214.9,-9.6,-36.35,258.5,8.75
476.3,6220.2,-9.6,-36.35,243.0,9.33
476.0,6226.3,-9.6,-36.35,227.6,12.44
475.5,6233.7,-9.7,-36.54,220.3,16.33
475.1,6239.8,-9.7,-36.43,232.7,19.44
474.8,6244.9,-9.8,-36.4,237.9,23.13
474.5,6249.2,-9.8,-36.4,247.9,25.66
474.3,6252.2,-9.8,-36.3,253.8,25.85
474.3,6255.3,-9.9,-36.38,262.5,25.08
474.0,6259.6,-9.9,-36.48,272.6,23.91
473.5,6265.0,-9.9,-36.27,278.9,20.22
473.4,6271.0,-10.0,-36.45,273.3,14.58
472.9,6276.8,-10.0,-36.45,248.4,9.72
472.8,6281.2,-10.1,-36.53,229.3,10.11
472.5,6284.8,-10.1,-36.53,219.8,9.33
472.3,6289.2,-10.1,-36.53,225.5,10.11
471.9,6294.5,-10.1,-36.53,235.6,10.89
471.7,6300.7,-10.2,-36.61,251.3,14.58
471.3,6307.0,-10.2,-36.72,263.4,19.83
471.0,6313.3,-10.3,-36.59,261.7,22.74
470.5,6319.4,-10.3,-36.48,261.0,25.27
470.1,6325.3,-10.4,-36.46,265.8,22.55
469.8,6331.1,-10.4,-36.16,264.2,16.33
469.6,6335.9,-10.5,-35.38,264.8,10.3
469.3,6340.1,-10.5,-34.76,258.1,5.64
468.9,6344.0,-10.5,-34.33,230.5,5.25
468.7,6349.4,-10.6,-34.33,228.9,6.61
468.2,6356.0,-10.6,-34.17,232.1,10.89
467.9,6362.6,-10.7,-34.25,246.7,15.75
467.5,6368.9,-10.7,-34.5,260.5,19.63
467.2,6374.6,-10.8,-34.25,268.6,21.97
466.9,6379.8,-10.8,-34.49,265.0,24.49
466.7,6384.1,-10.8,-35.09,259.7,26.24
466.4,6387.7,-10.9,-35.7,256.1,25.46
466.1,6391.2,-10.9,-36.26,251.5,25.08
465.9,6395.4,-10.9,-36.65,251.3,25.08
465.7,6400.1,-10.9,-36.75,256.4,22.74
465.4,6405.1,-11.0,-36.83,265.7,21.58
465.1,6409.4,-11.0,-36.73,276.2,20.8
464.8,6413.6,-11.0,-36.63,284.7,19.83
464.3,6418.6,-11.1,-36.71,292.0,17.11
464.0,6424.2,-11.1,-36.71,278.0,16.91
463.7,6429.3,-11.1,-36.71,254.6,16.91
463.4,6433.1,-11.2,-36.5,244.1,17.69
463.1,6436.3,-11.2,-36.22,227.5,19.63
463.0,6440.0,-11.3,-36.11,222.2,17.69
462.5,6445.0,-11.3,-35.4,228.5,13.8
462.3,6449.5,-11.3,-34.98,241.7,11.08
462.1,6452.8,-11.4,-34.65,269.5,9.52
461.9,6456.4,-11.4,-34.57,283.8,9.52
461.7,6460.8,-11.5,-34.5,270.6,11.08
461.3,6465.5,-11.5,-34.19,254.1,14.0
460.5,6475.4,-11.6,-34.05,238.7,20.02
460.2,6480.1,-11.6,-34.12,235.7,19.63
460.0,6484.9,-11.7,-34.35,236.4,15.94
459.7,6490.1,-11.7,-34.74,230.7,12.83
459.5,6495.2,-11.7,-35.3,228.4,11.86
459.2,6499.6,-11.8,-35.72,236.1,14.0
459.0,6504.7,-11.8,-35.89,243.2,17.3
458.7,6509.3,-11.9,-36.06,251.2,21.97
458.4,6512.7,-11.9,-36.06,257.5,25.46
458.1,6516.3,-11.9,-36.23,262.0,27.21
457.9,6521.1,-12.0,-36.4,266.0,26.05
457.6,6526.0,-12.0,-36.49,268.3,24.3
457.2,6530.6,-12.1,-36.66,272.5,20.8
457.1,6535.2,-12.1,-36.75,275.7,19.05
456.6,6540.2,-12.1,-37.31,286.1,17.3
456.3,6546.0,-12.2,-38.29,293.0,12.25
456.1,6551.9,-12.2,-38.82,284.3,9.33
455.5,6558.1,-12.2,-39.16,267.2,7.39
455.2,6565.4,-12.3,-39.46,239.5,9.33
454.8,6572.3,-12.4,-39.54,233.3,13.8
454.5,6577.8,-12.4,-39.89,237.8,18.27
454.2,6582.5,-12.5,-40.21,241.8,21.97
454.0,6585.6,-12.5,-40.33,247.7,25.08
453.9,6588.3,-12.5,-40.33,251.4,25.46
453.6,6592.2,-12.5,-40.21,252.3,23.52
453.3,6597.4,-12.6,-40.05,254.8,20.8
453.0,6603.9,-12.6,-40.17,263.6,15.94
452.4,6611.6,-12.6,-40.29,280.6,11.27
452.0,6619.5,-12.7,-40.24,285.1,11.27
451.7,6627.3,-12.8,-40.32,299.8,12.44
451.4,6633.9,-12.8,-40.2,291.3,15.75
451.1,6639.0,-12.8,-39.62,278.9,18.86
450.7,6644.5,-12.9,-39.05,268.1,25.46
450.3,6650.5,-12.9,-38.84,260.8,26.44
449.9,6656.5,-13.0,-37.38,256.6,23.52
449.5,6663.3,-13.1,-36.68,259.2,16.72
448.8,6677.0,-13.2,-36.93,281.1,10.5
448.5,6682.2,-13.3,-36.76,265.6,8.55
448.2,6687.0,-13.3,-36.59,262.6,12.25
447.9,6690.4,-13.4,-36.43,240.7,17.49
447.7,6694.8,-13.4,-36.35,236.3,21.38
447.4,6700.4,-13.5,-36.28,250.8,21.97
447.1,6706.0,-13.5,-36.2,269.1,19.44
446.8,6710.9,-13.6,-36.05,274.9,14.97
446.5,6715.3,-13.6,-35.97,268.8,15.55
445.8,6726.8,-13.7,-36.06,276.3,18.08
445.5,6732.8,-13.7,-35.98,262.8,20.02
445.4,6737.6,-13.8,-35.84,252.2,23.71
445.1,6741.8,-13.8,-35.91,251.6,24.49
444.6,6746.2,-13.9,-35.85,248.9,21.19
444.4,6751.4,-13.9,-35.78,247.5,20.22
444.2,6756.8,-14.0,-35.93,253.1,21.38
443.5,6767.4,-14.1,-35.66,264.8,13.41
443.3,6772.3,-14.1,-35.52,267.2,7.19
443.0,6777.1,-14.2,-35.53,265.0,4.67
442.7,6782.9,-14.2,-35.33,265.1,7.0
442.2,6788.9,-14.3,-35.34,256.0,12.05
441.9,6793.9,-14.3,-35.27,251.3,18.66
441.7,6798.0,-14.4,-35.56,250.7,23.52
441.5,6801.4,-14.4,-35.97,253.1,25.66
441.3,6804.8,-14.4,-36.12,258.4,24.69
441.0,6809.4,-14.5,-36.2,266.6,22.94
440.7,6815.5,-14.5,-36.2,278.0,19.83
440.3,6822.4,-14.5,-36.27,281.6,15.55
439.9,6828.6,-14.6,-36.64,274.2,12.83
439.6,6833.8,-14.6,-36.64,251.1,14.58
439.3,6838.9,-14.7,-36.87,238.4,18.47
439.2,6843.8,-14.7,-37.25,239.4,21.77
438.9,6848.8,-14.7,-37.72,248.5,23.33
438.5,6853.2,-14.8,-38.38,262.1,23.71
438.3,6858.0,-14.8,-39.09,276.0,20.99
437.9,6863.9,-14.8,-41.08,288.5,17.88
437.6,6869.2,-14.8,-42.61,299.7,14.77
437.3,6873.9,-14.9,-43.34,304.1,11.47
437.1,6878.3,-14.9,-43.2,294.5,11.66
436.9,6882.9,-14.9,-42.68,288.8,12.83
436.5,6887.7,-15.0,-42.27,282.1,17.11
436.2,6893.5,-15.0,-41.68,274.9,21.38
434.8,6916.9,-15.2,-39.68,226.4,16.13
434.7,6920.7,-15.2,-40.16,215.0,12.63
434.6,6924.1,-15.2,-40.55,207.8,12.83
434.2,6928.0,-15.2,-40.65,213.9,12.44
434.0,6931.7,-15.3,-40.53,225.2,14.58
433.9,6934.8,-15.3,-40.14,234.7,17.49
433.6,6939.1,-15.3,-40.04,238.4,19.44
433.2,6944.5,-15.3,-39.95,241.0,20.41
433.0,6951.1,-15.4,-39.84,248.6,17.69
431.5,6974.6,-15.5,-41.3,236.5,15.55
431.2,6978.9,-15.6,-41.7,236.8,21.97
430.9,6983.6,-15.6,-41.92,252.4,28.96
430.7,6988.5,-15.6,-42.04,259.3,30.52
430.4,6993.9,-15.7,-42.23,267.3,26.05
430.1,6999.4,-15.7,-42.46,272.2,22.74
429.8,7004.2,-15.7,-42.46,268.7,18.47
429.6,7008.5,-15.8,-42.65,280.4,12.44
429.3,7012.8,-15.8,-42.65,278.1,11.27
428.7,7024.5,-15.9,-42.73,272.4,14.77
428.4,7031.2,-16.0,-42.81,248.8,21.58
428.1,7036.7,-16.0,-42.69,248.1,26.44
427.7,7042.3,-16.1,-42.88,256.9,24.88
427.0,7055.8,-16.2,-43.32,253.0,23.13
426.6,7061.2,-16.2,-43.56,241.9,24.49
426.4,7065.4,-16.2,-44.07,227.4,23.71
426.1,7070.2,-16.2,-44.33,225.8,19.63
425.8,7075.8,-16.3,-44.54,239.3,22.94
425.5,7080.9,-16.3,-44.54,248.4,24.3
425.2,7086.0,-16.4,-44.62,253.5,24.88
424.8,7092.3,-16.4,-44.76,254.2,28.19
424.5,7099.2,-16.5,-45.11,256.8,24.88
424.1,7106.6,-16.5,-45.54,255.8,23.52
423.8,7113.3,-16.5,-45.69,263.5,24.49
423.5,7117.6,-16.6,-45.92,274.9,29.35
423.2,7121.3,-16.6,-46.07,273.9,32.66
423.0,7125.5,-16.7,-46.3,268.0,30.52
422.9,7130.0,-16.7,-46.14,269.9,28.77
422.6,7135.1,-16.7,-46.14,277.4,27.21
422.3,7140.1,-16.7,-45.99,282.8,26.05
422.0,7144.2,-16.8,-45.92,281.1,24.3
421.8,7148.0,-16.8,-45.77,274.3,26.24
421.5,7152.9,-16.8,-45.77,271.1,26.63
421.3,7158.7,-16.9,-45.7,255.1,29.35
420.8,7165.1,-16.9,-45.14,253.4,32.07
420.5,7172.2,-17.0,-45.08,263.3,28.57
420.3,7178.1,-17.0,-44.69,262.4,23.13
419.9,7184.2,-17.1,-44.38,262.3,26.24
419.5,7192.4,-17.1,-43.9,268.4,29.16
418.2,7215.6,-17.3,-42.93,262.1,25.27
417.8,7223.5,-17.3,-42.62,254.6,25.08
417.3,7231.9,-17.4,-42.29,253.4,25.08
417.0,7238.5,-17.4,-41.81,260.2,24.1
416.7,7243.6,-17.5,-41.43,275.6,25.46
416.5,7249.6,-17.5,-40.73,283.4,24.49
416.0,7262.3,-17.6,-40.23,269.6,32.07
415.1,7273.1,-17.6,-41.15,248.8,27.8
414.8,7277.3,-17.7,-41.95,249.3,27.99
414.6,7280.9,-17.7,-41.77,246.3,23.13
414.3,7284.8,-17.8,-41.58,246.9,22.74
414.2,7289.1,-17.8,-41.4,249.2,30.52
413.8,7293.4,-17.8,-41.4,248.1,32.27
413.7,7297.7,-17.9,-41.48,260.8,31.68
413.4,7303.1,-17.9,-41.66,267.0,35.18
413.0,7309.4,-18.0,-41.82,261.9,35.18
412.6,7315.6,-18.0,-42.01,259.5,29.55
412.3,7321.6,-18.1,-42.27,242.4,26.44
411.9,7327.0,-18.1,-42.36,247.5,30.13
411.8,7331.7,-18.2,-42.73,247.1,30.52
411.5,7337.2,-18.2,-42.35,245.1,34.99
411.0,7343.2,-18.2,-41.72,251.8,36.35
410.7,7349.3,-18.3,-41.12,256.9,32.46
410.4,7355.3,-18.4,-40.88,264.3,27.6
410.1,7360.4,-18.4,-40.88,273.9,22.94
410.0,7363.8,-18.4,-40.96,278.2,22.35
409.8,7366.8,-18.5,-41.28,279.0,20.22
409.6,7371.2,-18.5,-41.53,272.5,20.6
408.6,7388.5,-18.6,-42.39,256.4,30.91
408.3,7394.0,-18.7,-42.84,256.9,34.6
408.1,7399.9,-18.7,-43.22,260.4,36.35
407.1,7416.5,-18.8,-42.92,254.7,30.91
406.8,7422.4,-18.9,-42.72,248.5,27.99
406.5,7427.8,-18.9,-42.63,245.8,25.85
406.2,7433.1,-19.0,-42.71,245.7,26.82
406.0,7437.9,-19.0,-42.71,248.1,26.82
405.8,7442.5,-19.0,-43.08,246.4,27.21
405.4,7447.4,-19.1,-43.54,249.7,29.16
405.1,7452.5,-19.1,-43.94,251.2,27.99
404.9,7457.1,-19.1,-44.35,254.3,28.57
404.6,7461.6,-19.2,-44.96,255.0,25.85
404.3,7466.8,-19.2,-45.3,254.1,27.21
403.6,7479.8,-19.3,-44.82,265.2,31.1
403.3,7486.2,-19.3,-44.61,267.1,33.82
403.0,7491.8,-19.4,-43.97,272.2,31.3
402.6,7497.8,-19.4,-43.12,278.7,28.96
402.5,7503.1,-19.5,-42.59,283.6,24.69
402.2,7507.8,-19.5,-42.34,286.5,20.6
401.9,7513.5,-19.6,-42.33,286.4,19.83
401.4,7519.3,-19.6,-42.17,280.4,21.58
401.2,7525.1,-19.7,-42.09,274.7,28.57
400.7,7531.1,-19.7,-41.85,271.7,34.6
400.6,7535.5,-19.7,-41.62,267.6,38.88
400.5,7539.0,-19.8,-41.7,262.2,39.85
400.2,7542.9,-19.8,-41.7,258.2,37.9
399.8,7547.5,-19.8,-41.93,257.2,34.02
399.7,7552.6,-19.9,-42.02,259.4,31.1
399.3,7558.3,-19.9,-41.94,267.4,26.82
399.0,7564.5,-20.0,-42.02,275.9,24.69
398.6,7571.3,-20.0,-42.02,275.7,24.69
398.2,7578.0,-20.1,-42.02,269.2,23.52
397.9,7583.8,-20.1,-41.8,263.4,22.94
397.8,7588.4,-20.2,-41.66,256.7,21.38
397.5,7591.9,-20.2,-41.8,255.6,21.58
397.4,7595.2,-20.2,-41.95,254.4,23.33
397.2,7599.1,-20.2,-42.18,253.3,24.69
396.9,7603.9,-20.2,-42.34,253.3,27.99
396.6,7608.5,-20.3,-42.5,253.8,30.71
396.4,7613.4,-20.3,-42.58,257.5,33.43
396.0,7619.6,-20.3,-42.34,259.4,32.27
395.8,7625.8,-20.4,-41.75,265.2,29.94
395.4,7631.5,-20.4,-40.97,273.0,28.19
394.5,7647.3,-20.5,-40.59,268.7,36.35
394.2,7654.0,-20.6,-40.87,264.3,33.43
393.9,7660.4,-20.6,-41.14,256.4,30.32
393.6,7665.8,-20.7,-41.36,247.8,26.63
393.3,7669.7,-20.7,-41.36,243.2,23.91
393.2,7673.3,-20.7,-41.43,244.8,22.35
392.9,7677.7,-20.8,-41.51,246.8,23.91
392.6,7682.6,-20.8,-41.37,250.2,25.46
392.4,7687.6,-20.8,-41.24,253.5,28.96
392.1,7691.9,-20.9,-41.19,255.3,32.46
391.8,7697.5,-20.9,-41.52,256.7,31.68
391.4,7704.5,-20.9,-41.87,260.2,30.13
390.7,7718.4,-21.0,-41.95,265.1,27.21
390.1,7728.5,-21.1,-41.29,256.5,32.07
389.9,7732.9,-21.1,-41.22,254.2,33.82
389.7,7736.9,-21.1,-41.29,250.9,34.21
389.4,7741.4,-21.2,-41.37,250.7,33.24
389.2,7746.2,-21.2,-41.63,250.9,30.71
388.9,7751.7,-21.2,-42.04,258.0,28.77
388.6,7758.0,-21.2,-42.33,265.9,29.35
388.3,7763.5,-21.3,-42.41,271.5,29.55
388.0,7768.9,-21.3,-42.34,269.3,30.13
387.6,7775.2,-21.4,-42.49,263.8,31.49
387.3,7781.1,-21.5,-42.57,259.6,33.24
387.1,7786.7,-21.5,-42.57,259.1,35.96
386.9,7791.4,-21.5,-42.29,261.3,37.32
386.6,7795.2,-21.6,-42.1,263.3,36.93
386.4,7799.2,-21.6,-42.03,269.1,36.35
386.2,7804.1,-21.6,-42.37,273.0,35.57
385.9,7810.2,-21.6,-42.58,272.9,33.63
385.5,7817.2,-21.7,-42.59,267.3,30.32
385.1,7824.6,-21.7,-42.39,259.9,28.77
384.8,7831.4,-21.8,-42.47,259.2,26.24
384.5,7836.9,-21.8,-42.47,262.0,22.94
384.3,7841.3,-21.8,-42.54,265.3,21.58
384.1,7844.9,-21.9,-42.69,272.4,20.22
384.0,7849.2,-21.9,-42.69,275.8,20.99
383.5,7854.6,-21.9,-42.55,274.5,23.33
383.3,7860.0,-22.0,-42.56,269.2,26.05
383.1,7865.5,-22.0,-42.43,261.9,27.8
382.8,7870.3,-22.1,-42.51,260.9,28.57
382.6,7874.6,-22.1,-42.51,267.0,28.57
382.3,7879.3,-22.1,-42.58,272.5,28.38
382.1,7884.0,-22.1,-42.71,275.7,29.74
381.9,7888.6,-22.2,-43.01,277.8,29.55
381.5,7894.5,-22.2,-43.15,273.0,27.6
381.2,7900.6,-22.3,-43.37,266.6,26.24
380.9,7906.9,-22.3,-43.52,265.1,25.66
380.4,7913.9,-22.4,-43.67,266.5,27.6
380.1,7920.7,-22.4,-43.67,269.1,29.16
379.8,7927.2,-22.5,-43.75,273.1,32.46
379.5,7932.8,-22.5,-43.75,274.2,34.41
379.3,7937.3,-22.6,-43.91,272.4,37.13
378.9,7942.7,-22.6,-43.98,268.6,39.65
378.7,7948.8,-22.6,-44.06,262.8,36.93
378.5,7954.2,-22.7,-44.07,256.2,33.63
378.1,7959.5,-22.7,-44.22,250.0,29.74
377.9,7964.8,-22.8,-44.3,253.1,25.46
377.7,7969.6,-22.8,-44.3,259.2,22.94
377.4,7975.0,-22.8,-44.37,270.6,23.33
376.3,7995.1,-23.0,-44.54,275.4,34.41
375.8,8009.2,-23.1,-44.62,266.5,34.6
375.4,8015.9,-23.2,-44.55,268.3,33.05
375.1,8021.9,-23.2,-44.47,274.3,29.55
374.8,8026.4,-23.3,-44.48,280.9,25.85
374.6,8029.9,-23.3,-44.48,285.4,24.1
374.5,8034.0,-23.4,-44.64,283.2,23.33
374.2,8039.6,-23.4,-44.64,276.9,24.3
373.9,8045.5,-23.5,-44.72,268.9,27.6
373.6,8051.4,-23.5,-44.64,265.1,34.41
373.4,8056.9,-23.6,-44.65,265.3,37.32
373.0,8061.4,-23.6,-44.65,267.4,34.99
372.8,8066.2,-23.6,-44.87,274.7,35.38
372.5,8071.8,-23.7,-45.03,271.0,32.46
372.1,8076.9,-23.7,-45.11,271.8,26.05
371.8,8083.3,-23.8,-45.26,261.0,24.69
371.4,8091.6,-23.9,-45.42,264.2,33.43
371.1,8099.0,-23.9,-45.34,268.9,30.91
370.8,8104.9,-23.9,-45.19,269.4,32.46
370.6,8110.1,-24.0,-45.27,275.5,28.96
370.2,8116.1,-24.0,-45.35,272.2,29.35
370.0,8122.0,-24.1,-45.43,272.1,32.07
369.6,8127.9,-24.1,-45.51,267.8,32.85
369.4,8134.3,-24.2,-45.59,257.0,33.24
369.0,8140.7,-24.2,-45.74,255.2,34.6
368.7,8147.0,-24.3,-45.82,263.3,30.91
368.4,8152.8,-24.3,-45.75,267.7,25.08
368.1,8159.0,-24.4,-45.83,270.6,27.99
367.6,8166.6,-24.4,-45.9,270.1,31.3
367.3,8174.4,-24.5,-45.98,275.0,33.63
366.9,8180.9,-24.5,-45.98,281.9,33.82
366.7,8185.7,-24.6,-46.07,286.3,31.68
366.4,8190.4,-24.6,-46.14,291.8,27.41
366.2,8195.8,-24.6,-46.14,286.3,25.85
366.0,8201.3,-24.7,-46.07,279.1,25.66
365.6,8206.9,-24.7,-46.07,270.3,22.94
365.4,8212.3,-24.7,-46.07,261.2,21.77
365.2,8216.6,-24.8,-46.15,255.0,24.3
365.0,8220.6,-24.8,-46.23,251.1,28.38
364.8,8225.0,-24.8,-46.31,250.0,31.88
364.5,8230.0,-24.8,-46.38,251.6,32.85
364.2,8236.3,-24.9,-46.54,256.2,32.07
363.9,8242.6,-24.9,-46.39,266.2,33.24
363.7,8248.5,-25.0,-46.39,267.3,31.88
363.4,8253.5,-25.0,-46.24,261.1,32.27
363.2,8257.4,-25.1,-46.17,256.0,34.21
362.9,8261.8,-25.1,-46.1,257.8,36.16
362.7,8266.6,-25.1,-46.1,257.4,36.54
362.4,8271.5,-25.2,-46.18,260.0,32.85
362.1,8277.3,-25.2,-46.11,265.4,28.19
361.9,8283.1,-25.3,-46.19,266.6,26.44
361.6,8287.9,-25.3,-46.04,268.1,26.24
361.3,8293.2,-25.4,-46.05,263.2,26.44
361.0,8299.9,-25.4,-45.84,259.4,30.52
360.7,8307.4,-25.5,-45.79,260.1,34.6
360.3,8314.3,-25.5,-45.65,262.3,37.32
360.1,8320.7,-25.6,-45.53,266.1,39.46
359.8,8327.7,-25.7,-45.68,272.1,40.04
359.4,8335.5,-25.8,-45.56,272.6,35.38
359.1,8341.9,-25.8,-45.37,268.0,30.52
358.7,8347.6,-25.8,-45.18,259.4,25.66
358.5,8353.2,-25.9,-45.01,252.5,25.27
358.3,8358.5,-26.0,-44.97,246.9,26.24
358.0,8364.5,-26.0,-44.85,248.3,31.1
357.6,8370.9,-26.1,-44.76,255.7,34.79
357.3,8377.0,-26.2,-44.55,262.6,35.77
357.0,8382.6,-26.2,-44.32,265.5,32.46
356.8,8387.6,-26.2,-44.44,264.5,29.94
356.5,8392.4,-26.3,-44.63,261.8,27.41
356.2,8397.8,-26.3,-44.98,256.2,27.8
356.0,8402.8,-26.3,-45.04,253.1,31.3
355.7,8407.5,-26.4,-45.25,252.2,35.38
355.5,8412.2,-26.4,-45.43,253.5,37.32
355.2,8416.5,-26.5,-45.63,254.5,35.57
355.0,8421.7,-26.5,-45.76,260.2,31.68
354.8,8427.3,-26.6,-45.97,265.7,25.85
354.4,8432.4,-26.6,-46.03,266.2,23.91
354.2,8437.3,-26.7,-46.11,262.2,24.69
353.9,8442.4,-26.7,-46.18,254.3,24.88
353.6,8448.1,-26.8,-46.13,248.7,27.6
353.3,8453.5,-26.8,-46.07,245.8,32.46
353.0,8458.8,-26.9,-46.09,245.7,35.38
352.9,8465.4,-26.9,-46.09,251.4,34.21
352.4,8472.8,-27.0,-46.11,259.0,32.46
351.9,8484.6,-27.1,-45.89,264.8,32.27
351.5,8491.4,-27.2,-45.97,260.4,33.63
351.2,8498.3,-27.2,-45.91,255.8,33.82
350.9,8504.6,-27.3,-45.94,255.1,32.85
350.7,8510.1,-27.3,-45.94,259.5,29.16
350.4,8515.7,-27.3,-46.0,265.6,28.38
350.1,8521.4,-27.4,-46.2,267.2,30.71
349.9,8526.3,-27.4,-46.14,268.2,33.43
349.6,8531.4,-27.5,-46.28,262.6,35.77
349.4,8536.4,-27.5,-46.34,256.2,38.29
349.2,8541.0,-27.6,-46.43,256.0,39.07
349.0,8545.7,-27.6,-46.43,255.7,39.85
348.7,8550.1,-27.6,-46.37,257.0,38.88
348.5,8554.4,-27.7,-46.39,257.4,37.52
348.2,8559.8,-27.7,-46.39,255.5,36.54
347.9,8566.7,-27.7,-46.33,253.3,32.85
347.6,8574.2,-27.8,-46.35,252.3,31.3
347.3,8581.1,-27.8,-46.18,255.7,30.91
346.9,8588.1,-27.9,-46.2,265.2,30.32
346.6,8595.3,-28.0,-46.12,269.5,29.74
346.0,8608.2,-28.1,-45.65,254.6,32.27
345.7,8613.0,-28.1,-45.44,248.9,35.38
345.5,8617.6,-28.2,-45.37,246.5,37.13
345.2,8622.7,-28.2,-45.32,248.5,40.04
345.0,8628.3,-28.3,-45.25,254.3,39.65
344.7,8634.3,-28.3,-45.05,262.5,36.54
344.4,8639.6,-28.4,-44.94,266.5,34.6
343.7,8655.1,-28.5,-44.64,254.2,33.24
343.5,8659.8,-28.5,-44.6,249.0,34.79
343.2,8664.9,-28.6,-44.68,246.8,35.77
342.9,8670.7,-28.7,-44.86,251.5,36.54
342.6,8676.6,-28.7,-44.81,258.4,36.35
342.4,8682.3,-28.8,-44.9,265.4,35.96
342.1,8688.2,-28.8,-44.9,268.9,35.57
341.9,8694.7,-28.9,-44.94,266.7,33.82
341.4,8701.6,-28.9,-44.94,262.2,31.88
